Time,Open,High,Low,Close,Volume
2022-06-23 15:00:00,20609.71000000,20615.93000000,20551.41000000,20594.76000000,529.76777000
2022-06-23 15:15:00,20594.76000000,20594.76000000,20418.57000000,20426.38000000,658.88747000
2022-06-23 15:30:00,20426.39000000,20441.35000000,20287.41000000,20349.01000000,1371.62859000
2022-06-23 15:45:00,20349.01000000,20397.05000000,20301.94000000,20351.91000000,565.36609000
2022-06-23 16:00:00,20351.91000000,20366.98000000,20276.80000000,20300.27000000,897.70783000
2022-06-23 16:15:00,20300.28000000,20341.99000000,20211.66000000,20305.73000000,742.84255000
2022-06-23 16:30:00,20305.72000000,20335.80000000,20265.96000000,20315.46000000,426.18818000
2022-06-23 16:45:00,20315.46000000,20364.74000000,20278.14000000,20284.28000000,512.47038000
2022-06-23 17:00:00,20284.28000000,20339.99000000,20170.00000000,20314.34000000,841.83317000
2022-06-23 17:15:00,20314.35000000,20341.40000000,20252.38000000,20266.95000000,387.90120000
2022-06-23 17:30:00,20266.94000000,20314.69000000,20250.00000000,20302.91000000,373.92055000
2022-06-23 17:45:00,20302.91000000,20395.08000000,20291.61000000,20319.32000000,585.80730000
2022-06-23 18:00:00,20319.32000000,20365.92000000,20288.91000000,20355.78000000,511.68404000
2022-06-23 18:15:00,20355.78000000,20434.90000000,20354.79000000,20413.18000000,745.38498000
2022-06-23 18:30:00,20413.18000000,20456.00000000,20375.13000000,20437.02000000,578.43491000
2022-06-23 18:45:00,20437.02000000,20442.34000000,20388.45000000,20431.92000000,330.47284000
2022-06-23 19:00:00,20431.92000000,20607.69000000,20390.82000000,20517.26000000,1541.93231000
2022-06-23 19:15:00,20517.26000000,20791.04000000,20491.42000000,20715.39000000,1734.91503000
2022-06-23 19:30:00,20715.39000000,20858.75000000,20696.20000000,20834.60000000,1463.31834000
2022-06-23 19:45:00,20834.60000000,20945.55000000,20795.67000000,20910.06000000,1393.16905000
2022-06-23 20:00:00,20910.06000000,21123.00000000,20743.75000000,21075.35000000,2286.74161000
2022-06-23 20:15:00,21075.35000000,21090.89000000,20912.61000000,20919.81000000,1261.89047000
2022-06-23 20:30:00,20919.81000000,20929.49000000,20855.75000000,20883.01000000,613.91966000
2022-06-23 20:45:00,20883.01000000,20950.00000000,20792.92000000,20815.25000000,858.31903000
